['Canon', 459.0, 'Compact', 5.0, 3.6, 4.1, 300.0, 'Compact Flash', 32.0]
target Product 185 's rank = 37
selection = 170 , Compatiblity = 0.555
topK: [154, 209, 196, 37, 25]
Price : 0.189 Resolution : 0.047 OpticalZoom : 0.757 DigitalZoom : 0.002 Weight : 0.002 StorageIncluded : 0.0
target Product 185 's rank = 30
selection = 154 , Compatiblity = 0.666
topK: [136, 134, 135, 137, 140]
Price : 0.055 Resolution : 0.055 OpticalZoom : 0.887 DigitalZoom : 0.0 Weight : 0.0 StorageIncluded : 0.0
target Product 185 's rank = 9
selection = 134 , Compatiblity = 0.555
topK: [138, 76, 1, 88, 127]
Price : 0.014 Resolution : 0.057 OpticalZoom : 0.927 DigitalZoom : 0.0 Weight : 0.0 StorageIncluded : 0.0
target Product 185 's rank = 3
selection = 127 , Compatiblity = 0.777
topK: [128, 10, 2, 185, 77]
Number of interaction cycles = 30
id =  186
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 186 's rank = 42
First product selected: 23
topK: [62, 137, 170, 203, 4]
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 186 's rank = 8
selection = 170 , Compatiblity = 0.444
topK: [190, 0, 9, 165, 171]
Price : 0.19 Resolution : 0.19 OpticalZoom : 0.047 DigitalZoom : 0.19 Weight : 0.19 StorageIncluded : 0.19
target Product 186 's rank = 3
selection = 190 , Compatiblity = 0.666
topK: [12, 8, 7, 186, 5]
Number of interaction cycles = 3
id =  187
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 187 's rank = 128
First product selected: 32
topK: [166, 200, 160, 104, 84]
Price : 0.19 Resolution : 0.19 OpticalZoom : 0.19 DigitalZoom : 0.19 Weight : 0.047 StorageIncluded : 0.19
target Product 187 's rank = 66
selection = 166 , Compatiblity = 0.666
topK: [155, 161, 148, 163, 156]
Price : 0.111 Resolution : 0.111 OpticalZoom : 0.111 DigitalZoom : 0.444 Weight : 0.111 StorageIncluded : 0.111
target Product 187 's rank = 62
selection = 156 , Compatiblity = 0.666
topK: [167, 164, 207, 205, 149]
Price : 0.333 Resolution : 0.083 OpticalZoom : 0.083 DigitalZoom : 0.333 Weight : 0.083 StorageIncluded : 0.083
target Product 187 's rank = 55
selection = 167 , Compatiblity = 0.777
topK: [180, 182, 206, 146, 80]
Price : 0.133 Resolution : 0.133 OpticalZoom : 0.033 DigitalZoom : 0.533 Weight : 0.133 StorageIncluded : 0.033
target Product 187 's rank = 34
selection = 180 , Compatiblity = 0.666
topK: [144, 202, 142, 179, 133]
Price : 0.38 Resolution : 0.095 OpticalZoom : 0.023 DigitalZoom : 0.38 Weight : 0.095 StorageIncluded : 0.023
target Product 187 's rank = 12
selection = 179 , Compatiblity = 0.777
topK: [143, 141, 204, 201, 150]
Price : 0.156 Resolution : 0.156 OpticalZoom : 0.009 DigitalZoom : 0.627 Weight : 0.039 StorageIncluded : 0.009
target Product 187 's rank = 55
selection = 143 , Compatiblity = 0.555
topK: [153, 192, 194, 203, 113]
Price : 0.395 Resolution : 0.098 OpticalZoom : 0.006 DigitalZoom : 0.395 Weight : 0.098 StorageIncluded : 0.006
target Product 187 's rank = 52
selection = 153 , Compatiblity = 0.666
topK: [136, 145, 137, 147, 191]
Price : 0.426 Resolution : 0.106 OpticalZoom : 0.006 DigitalZoom : 0.426 Weight : 0.026 StorageIncluded : 0.006
target Product 187 's rank = 4
selection = 136 , Compatiblity = 0.666
topK: [4, 22, 6, 13, 187]
Number of interaction cycles = 9
id =  188
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 188 's rank = 69
First product selected: 119
topK: [107, 139, 51, 75, 173]
Price : 0.222 Resolution : 0.055 OpticalZoom : 0.222 DigitalZoom : 0.222 Weight : 0.222 StorageIncluded : 0.055
target Product 188 's rank = 7
selection = 139 , Compatiblity = 0.666
topK: [190, 8, 3, 0, 9]
Price : 0.083 Resolution : 0.083 OpticalZoom : 0.333 DigitalZoom : 0.333 Weight : 0.083 StorageIncluded : 0.083
target Product 188 's rank = 8
selection = 0 , Compatiblity = 0.666
topK: [12, 7, 11, 14, 5]
Price : 0.222 Resolution : 0.055 OpticalZoom : 0.222 DigitalZoom : 0.222 Weight : 0.222 StorageIncluded : 0.055
target Product 188 's rank = 8
selection = 14 , Compatiblity = 0.777
topK: [16, 19, 18, 17, 21]
Price : 0.111 Resolution : 0.111 OpticalZoom : 0.444 DigitalZoom : 0.111 Weight : 0.111 StorageIncluded : 0.111
target Product 188 's rank = 2
selection = 19 , Compatiblity = 0.777
topK: [20, 186, 188, 86, 84]
Number of interaction cycles = 5
id =  189
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 189 's rank = 132
First product selected: 5
topK: [0, 1, 2, 3, 4]
Price : 0.066 Resolution : 0.266 OpticalZoom : 0.066 DigitalZoom : 0.266 Weight : 0.266 StorageIncluded : 0.066
target Product 189 's rank = 7
selection = 4 , Compatiblity = 0.555
topK: [6, 13, 190, 22, 136]
Price : 0.121 Resolution : 0.121 OpticalZoom : 0.121 DigitalZoom : 0.121 Weight : 0.484 StorageIncluded : 0.03
target Product 189 's rank = 1
selection = 136 , Compatiblity = 0.777
topK: [137, 189, 187, 15, 148]
Number of interaction cycles = 3
id =  190
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 190 's rank = 0
First product selected: 205
topK: [207, 36, 23, 27, 30]
Price : 0.444 Resolution : 0.111 OpticalZoom : 0.111 DigitalZoom : 0.111 Weight : 0.111 StorageIncluded : 0.111
target Product 190 's rank = 91
selection = 207 , Compatiblity = 0.333
topK: [206, 204, 148, 149, 180]
Price : 0.333 Resolution : 0.083 OpticalZoom : 0.083 DigitalZoom : 0.083 Weight : 0.083 StorageIncluded : 0.333
target Product 190 's rank = 97
selection = 148 , Compatiblity = 0.333
topK: [146, 144, 133, 143, 141]
Price : 0.592 Resolution : 0.037 OpticalZoom : 0.037 DigitalZoom : 0.037 Weight : 0.148 StorageIncluded : 0.148
target Product 190 's rank = 94
selection = 146 , Compatiblity = 0.333
topK: [150, 142, 153, 160, 182]
Price : 0.592 Resolution : 0.037 OpticalZoom : 0.037 DigitalZoom : 0.037 Weight : 0.148 StorageIncluded : 0.148
target Product 190 's rank = 89
selection = 142 , Compatiblity = 0.333
topK: [163, 156, 80, 155, 161]
Price : 0.38 Resolution : 0.095 OpticalZoom : 0.023 DigitalZoom : 0.023 Weight : 0.095 StorageIncluded : 0.38
target Product 190 's rank = 82
selection = 161 , Compatiblity = 0.555
topK: [166, 167, 164, 179, 202]
Price : 0.711 Resolution : 0.044 OpticalZoom : 0.011 DigitalZoom : 0.011 Weight : 0.044 StorageIncluded : 0.177
target Product 190 's rank = 81
selection = 166 , Compatiblity = 0.333
topK: [201, 162, 158, 159, 157]
Price : 0.547 Resolution : 0.136 OpticalZoom : 0.008 DigitalZoom : 0.034 Weight : 0.136 StorageIncluded : 0.136
target Product 190 's rank = 49
selection = 159 , Compatiblity = 0.666
topK: [192, 194, 113, 191, 122]
Price : 0.28 Resolution : 0.28 OpticalZoom : 0.017 DigitalZoom : 0.07 Weight : 0.07 StorageIncluded : 0.28
target Product 190 's rank = 39
selection = 192 , Compatiblity = 0.555
topK: [198, 115, 197, 193, 74]
Price : 0.547 Resolution : 0.136 OpticalZoom : 0.008 DigitalZoom : 0.034 Weight : 0.136 StorageIncluded : 0.136
target Product 190 's rank = 34
selection = 197 , Compatiblity = 0.555
topK: [119, 181, 116, 126, 78]
Price : 0.296 Resolution : 0.296 OpticalZoom : 0.018 DigitalZoom : 0.018 Weight : 0.296 StorageIncluded : 0.074
target Product 190 's rank = 30
selection = 119 , Compatiblity = 0.555
topK: [120, 117, 132, 112, 124]
Price : 0.592 Resolution : 0.148 OpticalZoom : 0.037 DigitalZoom : 0.037 Weight : 0.148 StorageIncluded : 0.037
target Product 190 's rank = 24
selection = 132 , Compatiblity = 0.444
topK: [114, 131, 125, 129, 123]
Price : 0.735 Resolution : 0.045 OpticalZoom : 0.011 DigitalZoom : 0.011 Weight : 0.183 StorageIncluded : 0.011
target Product 190 's rank = 19
selection = 114 , Compatiblity = 0.333
topK: [118, 130, 79, 73, 178]
Price : 0.435 Resolution : 0.108 OpticalZoom : 0.006 DigitalZoom : 0.006 Weight : 0.435 StorageIncluded : 0.006
target Product 190 's rank = 15
selection = 73 , Compatiblity = 0.555
topK: [75, 208, 183, 184, 172]
Price : 0.426 Resolution : 0.106 OpticalZoom : 0.006 DigitalZoom : 0.026 Weight : 0.426 StorageIncluded : 0.006
target Product 190 's rank = 6
selection = 208 , Compatiblity = 0.555
topK: [173, 200, 145, 203, 147]
Price : 0.296 Resolution : 0.296 OpticalZoom : 0.018 DigitalZoom : 0.074 Weight : 0.296 StorageIncluded : 0.018
target Product 190 's rank = 1
selection = 203 , Compatiblity = 0.444
topK: [177, 190, 45, 98, 29]
Number of interaction cycles = 16
id =  191
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 191 's rank = 27
First product selected: 113
topK: [74, 75, 78, 79, 80]
Price : 0.333 Resolution : 0.083 OpticalZoom : 0.083 DigitalZoom : 0.083 Weight : 0.333 StorageIncluded : 0.083
target Product 191 's rank = 1
selection = 78 , Compatiblity = 0.666
topK: [73, 191, 181, 159, 158]
Number of interaction cycles = 2
id =  192
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 192 's rank = 4
First product selected: 194
topK: [198, 73, 74, 75, 78]
Price : 0.083 Resolution : 0.333 OpticalZoom : 0.083 DigitalZoom : 0.083 Weight : 0.333 StorageIncluded : 0.083
target Product 192 's rank = 6
selection = 198 , Compatiblity = 0.555
topK: [157, 115, 113, 159, 119]
Price : 0.133 Resolution : 0.533 OpticalZoom : 0.133 DigitalZoom : 0.033 Weight : 0.133 StorageIncluded : 0.033
target Product 192 's rank = 2
selection = 157 , Compatiblity = 0.666
topK: [158, 162, 192, 184, 122]
Number of interaction cycles = 3
id =  193
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 193 's rank = 104
First product selected: 197
topK: [191, 194, 125, 130, 79]
Price : 0.083 Resolution : 0.083 OpticalZoom : 0.333 DigitalZoom : 0.083 Weight : 0.333 StorageIncluded : 0.083
target Product 193 's rank = 34
selection = 125 , Compatiblity = 0.666
topK: [113, 119, 120, 116, 115]
Price : 0.055 Resolution : 0.222 OpticalZoom : 0.222 DigitalZoom : 0.222 Weight : 0.222 StorageIncluded : 0.055
target Product 193 's rank = 29
selection = 113 , Compatiblity = 0.777
topK: [122, 112, 132, 126, 124]
Price : 0.19 Resolution : 0.19 OpticalZoom : 0.19 DigitalZoom : 0.19 Weight : 0.19 StorageIncluded : 0.047
target Product 193 's rank = 22
selection = 126 , Compatiblity = 0.777
topK: [114, 131, 129, 123, 118]
Price : 0.088 Resolution : 0.088 OpticalZoom : 0.088 DigitalZoom : 0.355 Weight : 0.355 StorageIncluded : 0.022
target Product 193 's rank = 15
selection = 114 , Compatiblity = 0.777
topK: [117, 192, 203, 74, 159]
Price : 0.033 Resolution : 0.133 OpticalZoom : 0.133 DigitalZoom : 0.533 Weight : 0.133 StorageIncluded : 0.033
target Product 193 's rank = 0
selection = 192 , Compatiblity = 0.555
topK: [193, 157, 198, 184, 75]
Number of interaction cycles = 6
id =  194
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 194 's rank = 5
First product selected: 192
topK: [203, 121, 184, 151, 152]
Price : 0.083 Resolution : 0.083 OpticalZoom : 0.333 DigitalZoom : 0.083 Weight : 0.333 StorageIncluded : 0.083
target Product 194 's rank = 20
selection = 203 , Compatiblity = 0.444
topK: [74, 191, 198, 113, 159]
Price : 0.148 Resolution : 0.037 OpticalZoom : 0.148 DigitalZoom : 0.037 Weight : 0.592 StorageIncluded : 0.037
target Product 194 's rank = 31
selection = 191 , Compatiblity = 0.666
topK: [197, 193, 181, 75, 78]
Price : 0.313 Resolution : 0.019 OpticalZoom : 0.313 DigitalZoom : 0.019 Weight : 0.313 StorageIncluded : 0.019
target Product 194 's rank = 0
selection = 193 , Compatiblity = 0.555
topK: [194, 79, 117, 158, 116]
Number of interaction cycles = 4
id =  195
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 195 's rank = 198
First product selected: 196
topK: [2, 77, 185, 89, 190]
Price : 0.083 Resolution : 0.333 OpticalZoom : 0.333 DigitalZoom : 0.083 Weight : 0.083 StorageIncluded : 0.083
target Product 195 's rank = 11
selection = 2 , Compatiblity = 0.444
topK: [127, 128, 1, 10, 76]
Price : 0.03 Resolution : 0.484 OpticalZoom : 0.121 DigitalZoom : 0.121 Weight : 0.121 StorageIncluded : 0.121
target Product 195 's rank = 69
selection = 1 , Compatiblity = 0.666
topK: [134, 4, 0, 9, 7]
Price : 0.022 Resolution : 0.355 OpticalZoom : 0.088 DigitalZoom : 0.088 Weight : 0.355 StorageIncluded : 0.088
target Product 195 's rank = 52
selection = 134 , Compatiblity = 0.555
topK: [135, 88, 140, 138, 186]
Price : 0.037 Resolution : 0.148 OpticalZoom : 0.037 DigitalZoom : 0.148 Weight : 0.592 StorageIncluded : 0.037
target Product 195 's rank = 37
selection = 186 , Compatiblity = 0.666
topK: [188, 3, 8, 139, 84]
Price : 0.044 Resolution : 0.044 OpticalZoom : 0.011 DigitalZoom : 0.177 Weight : 0.711 StorageIncluded : 0.011
target Product 195 's rank = 32
selection = 8 , Compatiblity = 0.444
topK: [14, 16, 85, 12, 5]
Price : 0.037 Resolution : 0.148 OpticalZoom : 0.037 DigitalZoom : 0.148 Weight : 0.592 StorageIncluded : 0.037
target Product 195 's rank = 45
selection = 12 , Compatiblity = 0.555
topK: [19, 18, 17, 11, 21]
Price : 0.037 Resolution : 0.148 OpticalZoom : 0.037 DigitalZoom : 0.148 Weight : 0.592 StorageIncluded : 0.037
target Product 195 's rank = 100
selection = 21 , Compatiblity = 0.666
topK: [20, 86, 82, 171, 165]
Price : 0.017 Resolution : 0.28 OpticalZoom : 0.07 DigitalZoom : 0.28 Weight : 0.28 StorageIncluded : 0.07
target Product 195 's rank = 96
selection = 82 , Compatiblity = 0.555
topK: [170, 154, 209, 168, 169]
Price : 0.066 Resolution : 0.266 OpticalZoom : 0.066 DigitalZoom : 0.266 Weight : 0.266 StorageIncluded : 0.066
target Product 195 's rank = 95
selection = 170 , Compatiblity = 0.666
topK: [157, 159, 192, 45, 113]
Price : 0.018 Resolution : 0.296 OpticalZoom : 0.074 DigitalZoom : 0.296 Weight : 0.296 StorageIncluded : 0.018
target Product 195 's rank = 156
selection = 157 , Compatiblity = 0.333
topK: [158, 162, 74, 194, 203]
Price : 0.038 Resolution : 0.152 OpticalZoom : 0.038 DigitalZoom : 0.152 Weight : 0.609 StorageIncluded : 0.009
target Product 195 's rank = 149
selection = 162 , Compatiblity = 0.444
topK: [191, 75, 119, 178, 181]
Price : 0.044 Resolution : 0.044 OpticalZoom : 0.011 DigitalZoom : 0.179 Weight : 0.717 StorageIncluded : 0.002
target Product 195 's rank = 142
selection = 191 , Compatiblity = 0.333
topK: [197, 193, 78, 79, 208]
Price : 0.153 Resolution : 0.038 OpticalZoom : 0.038 DigitalZoom : 0.153 Weight : 0.613 StorageIncluded : 0.002
target Product 195 's rank = 133
selection = 193 , Compatiblity = 0.666
topK: [183, 120, 184, 73, 116]
Price : 0.124 Resolution : 0.124 OpticalZoom : 0.124 DigitalZoom : 0.124 Weight : 0.499 StorageIncluded : 0.001
target Product 195 's rank = 134
selection = 184 , Compatiblity = 0.444
topK: [122, 115, 198, 112, 132]
Price : 0.363 Resolution : 0.09 OpticalZoom : 0.09 DigitalZoom : 0.09 Weight : 0.363 StorageIncluded : 0.001
target Product 195 's rank = 129
selection = 132 , Compatiblity = 0.555
topK: [124, 114, 125, 126, 131]
Price : 0.456 Resolution : 0.028 OpticalZoom : 0.028 DigitalZoom : 0.028 Weight : 0.456 StorageIncluded : 0.0
target Product 195 's rank = 123
selection = 124 , Compatiblity = 0.444
topK: [117, 123, 118, 129, 130]
Price : 0.42 Resolution : 0.105 OpticalZoom : 0.026 DigitalZoom : 0.026 Weight : 0.42 StorageIncluded : 0.0
target Product 195 's rank = 119
selection = 129 , Compatiblity = 0.444
topK: [200, 172, 173, 145, 147]
Price : 0.301 Resolution : 0.301 OpticalZoom : 0.075 DigitalZoom : 0.018 Weight : 0.301 StorageIncluded : 0.0
target Product 195 's rank = 116
selection = 147 , Compatiblity = 0.555
topK: [177, 133, 149, 148, 143]
Price : 0.285 Resolution : 0.285 OpticalZoom : 0.071 DigitalZoom : 0.071 Weight : 0.285 StorageIncluded : 0.0
target Product 195 's rank = 110
selection = 177 , Compatiblity = 0.555
topK: [98, 207, 29, 43, 205]
Price : 0.301 Resolution : 0.301 OpticalZoom : 0.018 DigitalZoom : 0.075 Weight : 0.301 StorageIncluded : 0.0
target Product 195 's rank = 106
selection = 98 , Compatiblity = 0.222
topK: [95, 92, 61, 105, 93]
Price : 0.551 Resolution : 0.137 OpticalZoom : 0.034 DigitalZoom : 0.137 Weight : 0.137 StorageIncluded : 0.0
target Product 195 's rank = 101
selection = 93 , Compatiblity = 0.444
topK: [107, 102, 108, 109, 96]
Price : 0.831 Resolution : 0.051 OpticalZoom : 0.012 DigitalZoom : 0.051 Weight : 0.051 StorageIncluded : 0.0
target Product 195 's rank = 95
selection = 108 , Compatiblity = 0.555
topK: [48, 44, 55, 47, 58]
Price : 0.719 Resolution : 0.044 OpticalZoom : 0.011 DigitalZoom : 0.044 Weight : 0.179 StorageIncluded : 0.0
target Product 195 's rank = 89
selection = 58 , Compatiblity = 0.333
topK: [59, 51, 53, 60, 49]
Price : 0.551 Resolution : 0.137 OpticalZoom : 0.034 DigitalZoom : 0.137 Weight : 0.137 StorageIncluded : 0.0
target Product 195 's rank = 86
selection = 49 , Compatiblity = 0.444
topK: [52, 46, 63, 70, 64]
Price : 0.39 Resolution : 0.39 OpticalZoom : 0.024 DigitalZoom : 0.097 Weight : 0.097 StorageIncluded : 0.0
target Product 195 's rank = 82
selection = 63 , Compatiblity = 0.444
topK: [50, 66, 68, 57, 67]
Price : 0.153 Resolution : 0.615 OpticalZoom : 0.038 DigitalZoom : 0.153 Weight : 0.038 StorageIncluded : 0.0
target Product 195 's rank = 72
selection = 50 , Compatiblity = 0.333
topK: [56, 101, 91, 106, 100]
Price : 0.301 Resolution : 0.301 OpticalZoom : 0.018 DigitalZoom : 0.301 Weight : 0.075 StorageIncluded : 0.0
target Product 195 's rank = 71
selection = 91 , Compatiblity = 0.444
topK: [90, 104, 99, 103, 110]
Price : 0.633 Resolution : 0.158 OpticalZoom : 0.009 DigitalZoom : 0.158 Weight : 0.039 StorageIncluded : 0.0
target Product 195 's rank = 66
selection = 104 , Compatiblity = 0.555
topK: [97, 111, 94, 36, 27]
Price : 0.421 Resolution : 0.421 OpticalZoom : 0.026 DigitalZoom : 0.105 Weight : 0.026 StorageIncluded : 0.0
target Product 195 's rank = 45
selection = 94 , Compatiblity = 0.555
topK: [33, 28, 23, 30, 40]
Price : 0.633 Resolution : 0.158 OpticalZoom : 0.009 DigitalZoom : 0.158 Weight : 0.039 StorageIncluded : 0.0
target Product 195 's rank = 56
selection = 28 , Compatiblity = 0.666
topK: [24, 26, 25, 206, 180]
Price : 0.873 Resolution : 0.054 OpticalZoom : 0.003 DigitalZoom : 0.054 Weight : 0.013 StorageIncluded : 0.0
target Product 195 's rank = 50
selection = 25 , Compatiblity = 0.444
topK: [37, 34, 41, 31, 32]
Price : 0.965 Resolution : 0.015 OpticalZoom : 0.0 DigitalZoom : 0.015 Weight : 0.003 StorageIncluded : 0.0
target Product 195 's rank = 45
selection = 37 , Compatiblity = 0.444
topK: [35, 42, 39, 69, 72]
Price : 0.92 Resolution : 0.057 OpticalZoom : 0.003 DigitalZoom : 0.014 Weight : 0.003 StorageIncluded : 0.0
target Product 195 's rank = 41
selection = 42 , Compatiblity = 0.444
topK: [38, 83, 87, 174, 166]
Price : 0.965 Resolution : 0.015 OpticalZoom : 0.0 DigitalZoom : 0.015 Weight : 0.003 StorageIncluded : 0.0
target Product 195 's rank = 33
selection = 83 , Compatiblity = 0.555
topK: [175, 176, 187, 136, 6]
Price : 0.923 Resolution : 0.057 OpticalZoom : 0.0 DigitalZoom : 0.014 Weight : 0.003 StorageIncluded : 0.0
target Product 195 's rank = 5
selection = 175 , Compatiblity = 0.444
topK: [189, 13, 137, 15, 22]
Price : 0.976 Resolution : 0.015 OpticalZoom : 0.0 DigitalZoom : 0.003 Weight : 0.003 StorageIncluded : 0.0
target Product 195 's rank = 0
selection = 15 , Compatiblity = 0.444
topK: [195, 202, 167, 201, 146]
Number of interaction cycles = 37
id =  196
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 196 's rank = 182
First product selected: 193
topK: [190, 197, 191, 194, 192]
Price : 0.055 Resolution : 0.222 OpticalZoom : 0.222 DigitalZoom : 0.222 Weight : 0.055 StorageIncluded : 0.222
target Product 196 's rank = 107
selection = 194 , Compatiblity = 0.555
topK: [203, 198, 113, 157, 74]
Price : 0.03 Resolution : 0.484 OpticalZoom : 0.121 DigitalZoom : 0.121 Weight : 0.121 StorageIncluded : 0.121
target Product 196 's rank = 130
selection = 157 , Compatiblity = 0.666
topK: [159, 158, 115, 162, 184]
Price : 0.083 Resolution : 0.333 OpticalZoom : 0.083 DigitalZoom : 0.083 Weight : 0.333 StorageIncluded : 0.083
target Product 196 's rank = 126
selection = 162 , Compatiblity = 0.555
topK: [119, 122, 75, 178, 120]
Price : 0.037 Resolution : 0.592 OpticalZoom : 0.037 DigitalZoom : 0.148 Weight : 0.148 StorageIncluded : 0.037
target Product 196 's rank = 120
selection = 119 , Compatiblity = 0.444
topK: [112, 132, 116, 126, 124]
Price : 0.121 Resolution : 0.484 OpticalZoom : 0.121 DigitalZoom : 0.121 Weight : 0.121 StorageIncluded : 0.03
target Product 196 's rank = 115
selection = 126 , Compatiblity = 0.666
topK: [114, 131, 129, 125, 117]
Price : 0.088 Resolution : 0.355 OpticalZoom : 0.088 DigitalZoom : 0.088 Weight : 0.355 StorageIncluded : 0.022
target Product 196 's rank = 112
selection = 129 , Compatiblity = 0.555
topK: [123, 118, 130, 208, 181]
Price : 0.231 Resolution : 0.231 OpticalZoom : 0.231 DigitalZoom : 0.057 Weight : 0.231 StorageIncluded : 0.014
target Product 196 's rank = 108
selection = 130 , Compatiblity = 0.666
topK: [73, 78, 183, 172, 173]
Price : 0.071 Resolution : 0.284 OpticalZoom : 0.284 DigitalZoom : 0.071 Weight : 0.284 StorageIncluded : 0.004
target Product 196 's rank = 102
selection = 172 , Compatiblity = 0.444
topK: [79, 200, 177, 147, 145]
Price : 0.071 Resolution : 0.284 OpticalZoom : 0.284 DigitalZoom : 0.071 Weight : 0.284 StorageIncluded : 0.004
target Product 196 's rank = 97
selection = 177 , Compatiblity = 0.777
topK: [45, 98, 207, 133, 205]
Price : 0.09 Resolution : 0.363 OpticalZoom : 0.09 DigitalZoom : 0.09 Weight : 0.363 StorageIncluded : 0.001
target Product 196 's rank = 65
selection = 98 , Compatiblity = 0.444
topK: [92, 95, 93, 107, 105]
Price : 0.199 Resolution : 0.199 OpticalZoom : 0.199 DigitalZoom : 0.199 Weight : 0.199 StorageIncluded : 0.0
target Product 196 's rank = 60
selection = 93 , Compatiblity = 0.555
topK: [109, 102, 108, 96, 61]
Price : 0.499 Resolution : 0.124 OpticalZoom : 0.124 DigitalZoom : 0.124 Weight : 0.124 StorageIncluded : 0.0
target Product 196 's rank = 56
selection = 108 , Compatiblity = 0.666
topK: [47, 53, 51, 59, 60]
Price : 0.235 Resolution : 0.235 OpticalZoom : 0.058 DigitalZoom : 0.235 Weight : 0.235 StorageIncluded : 0.0
target Product 196 's rank = 50
selection = 47 , Compatiblity = 0.333
topK: [48, 55, 52, 49, 46]
Price : 0.199 Resolution : 0.199 OpticalZoom : 0.199 DigitalZoom : 0.199 Weight : 0.199 StorageIncluded : 0.0
target Product 196 's rank = 48
selection = 49 , Compatiblity = 0.666
topK: [44, 63, 58, 70, 66]
Price : 0.363 Resolution : 0.09 OpticalZoom : 0.09 DigitalZoom : 0.09 Weight : 0.363 StorageIncluded : 0.0
target Product 196 's rank = 48
selection = 44 , Compatiblity = 0.555
topK: [69, 67, 72, 71, 64]
Price : 0.363 Resolution : 0.09 OpticalZoom : 0.09 DigitalZoom : 0.09 Weight : 0.363 StorageIncluded : 0.0
target Product 196 's rank = 36
selection = 69 , Compatiblity = 0.555
topK: [68, 3, 8, 26, 29]
Price : 0.551 Resolution : 0.137 OpticalZoom : 0.034 DigitalZoom : 0.137 Weight : 0.137 StorageIncluded : 0.0
target Product 196 's rank = 27
selection = 8 , Compatiblity = 0.444
topK: [0, 9, 14, 12, 5]
Price : 0.363 Resolution : 0.363 OpticalZoom : 0.09 DigitalZoom : 0.09 Weight : 0.09 StorageIncluded : 0.0
target Product 196 's rank = 21
selection = 0 , Compatiblity = 0.666
topK: [7, 19, 11, 18, 16]
Price : 0.363 Resolution : 0.363 OpticalZoom : 0.09 DigitalZoom : 0.09 Weight : 0.09 StorageIncluded : 0.0
target Product 196 's rank = 16
selection = 19 , Compatiblity = 0.888
topK: [17, 21, 20, 186, 82]
Price : 0.695 Resolution : 0.173 OpticalZoom : 0.043 DigitalZoom : 0.043 Weight : 0.043 StorageIncluded : 0.0
target Product 196 's rank = 12
selection = 17 , Compatiblity = 0.666
topK: [86, 84, 188, 85, 139]
Price : 0.695 Resolution : 0.173 OpticalZoom : 0.043 DigitalZoom : 0.043 Weight : 0.043 StorageIncluded : 0.0
target Product 196 's rank = 7
selection = 188 , Compatiblity = 0.444
topK: [165, 170, 154, 168, 169]
Price : 0.695 Resolution : 0.173 OpticalZoom : 0.043 DigitalZoom : 0.043 Weight : 0.043 StorageIncluded : 0.0
target Product 196 's rank = 2
selection = 170 , Compatiblity = 0.888
topK: [171, 209, 196, 43, 25]
Number of interaction cycles = 23
id =  197
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 197 's rank = 103
First product selected: 117
topK: [73, 74, 75, 78, 79]
Price : 0.083 Resolution : 0.083 OpticalZoom : 0.333 DigitalZoom : 0.333 Weight : 0.083 StorageIncluded : 0.083
target Product 197 's rank = 19
selection = 78 , Compatiblity = 0.666
topK: [192, 194, 203, 190, 113]
Price : 0.023 Resolution : 0.095 OpticalZoom : 0.38 DigitalZoom : 0.38 Weight : 0.023 StorageIncluded : 0.095
target Product 197 's rank = 2
selection = 192 , Compatiblity = 0.444
topK: [191, 193, 197, 198, 157]
Number of interaction cycles = 3
id =  198
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 198 's rank = 23
First product selected: 22
topK: [157, 19, 141, 175, 184]
